Features,Label,Predicted_Label
"A metal \( X \) on heating in nitrogen gas gives a compound \( Y . \) Compound \( Y \)
on treatment with \( H_{2} O \) gives a colourless gas which when passed
through \( C u S O_{4} \) solution gives a blue colour. Then, compound \( Y \) is:
A \( . M g\left(N O_{3}\right)_{2} \)
в. \( M g_{3} N_{2} \)
c. \( N H_{3} \)
D. \( M g O \)",,2.0
"Tidal Volume and Expiratory Reserve Volume of an athlete is \( 500 \mathrm{mL} \) and 1000
\( \mathrm{mL}, \) respectively. What will be his Expiratory Capacity if the Residual Volume is \( 1200 \mathrm{mL} \) ?
A. \( 1500 \mathrm{mL} \)
B. \( 1700 \mathrm{mL} \)
c. \( 2200 \mathrm{mL} \)
D. \( 2700 \mathrm{mL} \)",,2.0
"Two skaters \( A \) and \( B \) of mass 50 kg and 70 kg respectively stand facing each other 6 metres apart. They then pull on a light rope stretched between them. How far has each moved when they meet?
A. Both have moved 3 metres
B. A moves 2.5 metres and B moves 3.5 metres.
C. A moves 3.5 metres and \( B \) moves 2.5 metres
D. A moves 2 metres and B moves 4 metres",,4.0
"Obtain an expression for magnetic flux density B at the centre of a circular coil of radius \( \mathrm{R} \), having \( \mathrm{N} \) turns and carrying
a current \( \boldsymbol{I} \)",,4.0
"The current I in the circuit shown below
is
\( \mathbf{A} \)
\( B \cdot \frac{1}{15} A \)
\( c \cdot \frac{1}{10} A \)
\( D \cdot \frac{1}{2} \)",,4.0
"Which of the following has the highest
mass?
A. 1 mole of \( C \) atoms
в. \( \frac{1}{2} \) mole of \( C H_{4} \)
c. \( 10 \mathrm{ml} \) of water
D. \( 3.011 \times 10^{23} \) a toms of oxygen",,2.0
"The conductor AD moves to the right in a uniform magnetic field directed into
the paper:
\( (x) \)
This question has multiple correct options
A. The free electrons in AD will move towards A
B. D will acquire a positive potential with respect to A
C. If \( D \) and \( A \) are joined by a conductor externally, a current will flow from A to D in AD
D. The current in AD flows from lower to higher potential",,4.0
"The pH pf a solution is 10 and that of
another is 12. When equal volumes of
these two are mixed, the pH of the resulting solution is
A . 10
B. 12
\( c \cdot 11 \)
D. 10.3010",,2.0
"A figure has a rotational symmetry of order more than 1 , the angle of rotation
can be
A \( \cdot 21^{\circ} \)
B . \( 22^{\circ} \)
\( c \cdot 23^{\circ} \)
D. \( 24^{\circ} \)",,3.0
"A sample of \( O_{2} \) gas and a sample of
hydrogen gas both have the same no. of moles, the same volume and same
pressure. Assuming them to be perfect gases, the ratio of temperature of oxygen
gas to the temperature of hydrogen gas is :
A . 1:
B. 1:
c. 2:
D. 1:",,2.0
"A uniform cylindrical wire is subjected to a longitudinal tensile stress of \( 5 \times \) \( 10^{7} N / m^{2} . \) Young's modulus of the
material of the wire is \( 2 \times 10^{11} N / m^{2} \)
The volume change in the wire is \( 0.02 \% \)
The fractional change in the radius is
A. \( 0.25 \times 10^{-4} \)
B. \( 0.5 \times 10^{-4} \)
c. \( 0.1 \times 10^{-4} \)
D. \( 1.5 \times 10^{-4} \)",,4.0
"\( 2 P b S+3 O_{2} \longrightarrow A+2 S O_{2} \)
The name of \( A \) is :
A. litharge
B. galena
c. sesquioxide
D. none of these",,2.0
"A chemist prepares \( 1.00 g \) of pure \( _{6}^{11} C . \)
This isotope has half life of 21 minutes, decaying by the equation:
\[
_{6}^{11} C \rightarrow_{5}^{11} B+_{1}^{0} e
\]
(a) What is the rate of disintegration per second (dps) at start?
(b) What are the activity and specific activity of \( _{6}^{11} \mathrm{C} \) at start?
(c) How much of this isotope \( _{6}^{11} C \) is left
after 24 hours of its preparation?",,4.0
"At a certain locations, the strength of the electric field is \( 30.0 \mathrm{N} / \mathrm{C} \). A charge of \( 3.00 \mathrm{C} \) is placed at this location. How much force does this charge experience due to the electric field?
A. 90.0 N
B. 10.0
c. \( 0.100 \mathrm{N} \)
D. 270 N/C
E. \( 3.33 \mathrm{N} / \mathrm{C} \)",,4.0
"Which of the following do not define
instantaneous reactions?
A. Appearance of a product over a particular time interval
B. Change in the concentration of the products at a particular instant of time
C. Change in the concentration of the reactants at a particular instant of time
D. Reactions completed in fraction of seconds",,2.0
"Which of the following is true in context
of Eddy currents?
A. By Lenz's law, an eddy current creates a magnetic field that opposes the magnetic field that created it.
B. Eddy currents are loops of electrical current induced within conductors by a changing magnetic field in the conductor, due to Faraday's law of induction
C. Eddy currents are a cause of energy loss in alternating current (AC) inductors, transformers, electric motors and generators etc.
D. All of the above",,4.0
"Electrolysis of fused \( K C l . M g C l_{2} \) gives:
A. potassium only
B. magnesium only
c. magnesium and chlorine
D. potassium, magnesium and chlorine",,2.0
"State whether true or false:
In Carnot cycle there are total 4 processes which takes place?
A. True
B. False",,2.0
"If \( \frac{b+c-a}{a}, \frac{c+a-b}{b}, \frac{a+b-c}{c} \) are in
\( A . P ., \) then which of the following is in
A.P.?
This question has multiple correct options
A. \( a, b, c \)
B \( \cdot a^{2}, b^{2}, c^{2} \)
c. \( \frac{1}{a}, \frac{1}{b}, \frac{1}{c} \)
D. \( b c, a c, a b \)",,3.0
"Find the term independent of \( x \) in the
expansion of
\( \left(1+x+2 x^{2}\right)\left(\frac{3 x^{2}}{2}-\frac{1}{3 x}\right)^{9} \)",,3.0
"The process in which carbonate ores are
changed into oxides by heating strongly in limited air is known as",,2.0
"If a charged particle goes unaccelerated in a region containing electric and magnetic fields, then This question has multiple correct options
A. \( \vec{E} \) must be perpendicular to \( \vec{B} \)
B . \( \vec{v} \) must be perpendicular to \( \vec{E} \)
C. \( \vec{v} \) must be perpendicular to \( \vec{B} \)
D. E must be equal to vB",,4.0
"For phenol, which of the following
statements is correct?
A. It is insoluble in water
B. It has higher boiling point than toluene
C. It does not shows acidic property
D. It has lower melting point compared to aromatic hydrocarbons of comparable molecular weight",,2.0
"Find the derivatives of the following functions at the indicated points.
\( \boldsymbol{f}(\boldsymbol{x})=\sin 4 \boldsymbol{x} \cos \mathbf{4} \boldsymbol{x}, \boldsymbol{f}^{\prime}(\boldsymbol{\pi} / \mathbf{3})=? \)",,3.0
"The heart of which animal is myogenic in nature?
A. cockroach
B. Leech
c. Elephant
D. All of the above",,1.0
Divide \( :-24 x^{2} y^{2}-4 x y \) by \( 2 x y \),,3.0
"Find the speed of A after all collisions
end.
A \( \cdot \frac{V}{8} \)
B. \( \frac{V}{4} \)
c. \( \frac{3 V}{8} \)
D. \( 2 V \)",,3.0
"The process to heat the ore in the presence of excess supply of air below its melting point is called as
A. roasting
B. calcination
c. smelting
D. liquation",,2.0
"\( \ln \operatorname{an} A P, \) if \( d=-2, n=5 \) and \( a_{n}=0 \)
then the value of \( a \) is
A . 10
B. 5
\( c \cdot-8 \)
D. 8",,3.0
"The placenta is swollen and fleshy in
A. Solanaceae
B. Cucurbitaceae
c. compositae
D. Liliaceae",,1.0
"Identical charges \( (-q) \) are placed at
each corner of a cube of side b then
E.P.E. of charge \( (+\boldsymbol{q}) \) which is placed at the centre of the cube will be:
\( ^{\mathbf{A}} \cdot \frac{-4 \sqrt{2} q^{2}}{\pi \epsilon_{0} b} \)
B. \( \frac{-8 \sqrt{2} q^{2}}{\pi \epsilon_{0} b} \)
c. \( \frac{-4 q^{2}}{\sqrt{3} \pi \epsilon_{0} b} \)
D. \( \frac{8 \sqrt{2} q^{2}}{4 \pi \epsilon_{0} b} \)",,4.0
"A machine has three parts, \( A, B \) and \( C \)
whose chances of being defective are 0.02,0.10 and 0.05 respectively. The machine stops working if any one of the arts becomes defective. What is the
probability that the machine will not stop working?
A . 0.06
B. 0.16
c. 0.84
D. 0.94",,3.0
"What is so important about the troposphere?
A. Layer of water at or near Earths surface
B. Contains ozone
c. It contains weather and the oxygen that we breath
D. All of the above",,4.0
"Find the discriminant of the equation
and the nature of roots. Also find the
roots, if they are real:
\( 3 x^{2}-2 x+\frac{1}{3}=0 \)
A. Roots are imaginary
B. \( \mathrm{D}=0, \) Roots are real and equal \( \frac{1}{3}, \frac{1}{3} \)
\( \mathrm{c} \cdot_{\mathrm{D}=} \frac{2}{5}, \) Roots are real and unequal \( \frac{1}{5}, \frac{1}{2} \)
D. Cannot be determined",,3.0
"Draw the resonance structures for
\( C H_{3} C H=C H C^{+} H_{2} . \) Show the electron
shift using curved-arrow notation.",,2.0
"Two people can hear the sound of each
other on the moon's surface.
A. True
B. False",,4.0
"If the velocity of the body is quadrupled then the momentum of the body
doubles.
A. True
B. False",,4.0
"In Figure a spherical part of radius \( \frac{R}{2} \) is
removed from a bigger solid sphere of
radius \( R . \) Assuming uniform mass
distribution, a shift in the centre of
mass will be:
\( A \cdot \frac{-R}{6} \)
B. \( -\frac{R}{14} \)
\( \mathbf{c} \cdot \frac{R}{9} \)
D. \( \frac{R}{3} \)",,4.0
"A strong magnetic field is applied on a stationary electron. Then the electron:
A. moves in the direction of the field
B. remains stationary
c. starts spinning
D. moves opposite to the direction of the field",,4.0
"Fill in the blanks.
The most dangerous radiation released by radioactive materials is",,4.0
"Assertion
\( N C l_{3} \) undergoes hydrolysis.
Reason
Chlorine possesses vacant d-orbitals.
A. Both Assertion and Reason are correct and Reason is
the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is
not the correct explanation for Assertion
C. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",,2.0
"A letter is known to have come either
from \( \boldsymbol{T} \boldsymbol{A} \boldsymbol{T} \boldsymbol{A} \boldsymbol{N} \boldsymbol{A} \boldsymbol{G} \boldsymbol{A} \boldsymbol{R} \) or \( \boldsymbol{C A L} \boldsymbol{C U T T A} \)
On the envelope just two consecutive
letters \( T A \) are visible. What is the
probability that the letter came from \( \boldsymbol{T} \boldsymbol{A} \boldsymbol{T} \boldsymbol{A} \boldsymbol{N} \boldsymbol{A} \boldsymbol{G} \boldsymbol{R} ? \)
A \( .1 / 11 \)
в. \( 7 / 9 \)
c. \( 4 / 11 \)
D. \( 7 / 11 \)",,3.0
"A large conducting plane has surface charge density \( 10^{-2} C / m^{2} . \) Find the
electrostatic energy stored in a cubical volume of side \( 1 \mathrm{cm} \) in the front plane.
A. 1.4
B. \( 2.8 J \)
c. \( 5.6 J \)
D. none of these",,4.0
"If \( \boldsymbol{f}(\boldsymbol{x}+\boldsymbol{y}, \boldsymbol{x}-\boldsymbol{y})=\boldsymbol{x} \boldsymbol{y}, \) then the
arithmetic mean of \( \boldsymbol{f}(\boldsymbol{x}, \boldsymbol{y}) \) and \( \boldsymbol{f}(\boldsymbol{y}, \boldsymbol{x}) \)
is",,3.0
"The process of turning and loosening of soil is called
A. Tilling
B. Harvesting
c. Threshing
D. Irrigation",,2.0
"The coordinates of the fixed point of the
chord cut off by \( 2 x-5 y+18=0 \) by
the circle \( x^{2}+y^{2}-6 x+2 y-54=0 \)
are
A \( .(1,4) \)
в. (2,4)
c. (4,1)
()
D. (1,1)",,3.0
"Write the first three terms of the AP
when a and d are as given below:
\( \boldsymbol{a}=\mathbf{5}, \boldsymbol{d}=\mathbf{3}, \) then first three terms are
\( \mathbf{5}, \mathbf{8}, \mathbf{1 1} \)
If true then enter 1 and if false then
enter 0",,3.0
"In situation \( 2, \) if \( h_{2} \) is further decreased
then
A. cylinder will not move up an remains at its original position
B. for \( h_{2}=h / 3 \) cylinder again starts moving up
C. for \( h_{2}=h / 4 \) cylinder again starts moving up
D. for \( h_{2}=h / 5 \) cylinder again starts moving up",,4.0
"Explain the use of N-P-N Transistor as an amplifier in common emitter mode under the following heads.
(i) Labelled circuit diagram. (ii) Working.",,4.0
"If the sum of 8 terms of an A.P. is 64 and
the sum of 19 terms is 361 , find the
sum of \( n \) terms.",,3.0
"To draw a pair of tangents to a circle which are inclined to each other at an
angle \( 35^{\circ}, \) it is required to draw tangents at the end points of those two radii of the circle, the angle between which is
A . \( 105^{\circ} \)
B. 70
c. \( 145^{\circ} \)
D. \( 150^{\circ} \)",,3.0
"The projection of a directed line segment on the co-ordinate axes are
\( 12,4,3, \) then the direction cosines of
the line are
A \( \cdot \frac{-12}{13}, \frac{-4}{13}, \frac{-3}{13} \)
В. \( \frac{12}{13}, \frac{4}{13}, \frac{3}{13} \)
c. \( \frac{12}{13}, \frac{-4}{13}, \frac{3}{13} \)
D. \( \frac{12}{13}, \frac{4}{13}, \frac{-3}{13} \)",,3.0
"A long straight wire is carrying current
\( \boldsymbol{I}_{1}=\mathbf{2} / \mathbf{5} \boldsymbol{A} \) in \( +\mathbf{z} \) direction.The \( \mathbf{x}-\mathbf{y} \) plane
contains a closed circular loop carrying
current \( \boldsymbol{I}_{2}=\mathbf{5} / \mathbf{2} \boldsymbol{A} \) and not encircling
the straight wire, then the force (in newton) on the loop will be ? (Radius of
the circular loop \( \boldsymbol{R}=\mathbf{3} / \mathbf{4 m} \) ).",,4.0
"The bond length (pm) of \( F_{2}, H_{2}, C l_{2} \) and
\( I_{2}, \) respectively is:
A . 144,74,199,267
В. 74,144,199,267
c. 74,267,199,144
D. 144,74,267,199",,2.0
"Let \( f \) be a twice differentiable function
[0,2] show that if \( f(0)=0, f(1)=2 \)
and \( f(2)=4 \) then there is some point
\( \boldsymbol{x}_{0} \in[\mathbf{0}, \mathbf{2}] \) such that \( \boldsymbol{f}^{\prime \prime}\left(\boldsymbol{x}_{0}\right)=\mathbf{0} \)",,3.0
"The angle of elevation of the top of a vertical tower from a point \( A, \) due east
of it is \( 45^{\circ} . \) The angle of elevation of the
top of the same tower from a point \( \boldsymbol{B} \)
due south of \( A \) is \( 30^{\circ} . \) If the distance
between \( A \) and \( B \) is \( 54 \sqrt{2} m, \) then
the height of the tower (in metres), is :
A. \( 36 \sqrt{3} \)
в. 108
\( c .54 \)
D. \( 54 \sqrt{3} \)",,4.0
"Fill in the blanks so as to make the
following statements true:
A ray stands on a line, then the sum of the two adjacent angles so formed is",,3.0
"A box of weight \( 150 k g f \) has \( 1.47 k J \)
of gravitational potential energy stored in it. Find the height of the box above the ground. Take \( \boldsymbol{g}=\mathbf{9 . 8} \boldsymbol{N} \boldsymbol{k} \boldsymbol{g}^{-1} \)
A . \( 10 m \)
в. 4.9 т
c. \( 2.45 m \)
D. \( 1 m \)",,4.0
"If the distance between nuclei is \( 2 x \)
\( 10^{-13}, \) the density of nuclear material
is:
(mass of neuclei \( \left.=10^{-27}\right) \)
\( \begin{array}{ll}\text { A } \cdot 3.21 \times 10^{-12} & k g / m^{3}\end{array} \)
В . \( 1.6 \times 10^{-3} \mathrm{kg} / \mathrm{m}^{3} \)
D. \( 1 \times 10^{17} \mathrm{kg} / \mathrm{m}^{3} \)",,4.0
"In \( _{-}-_{-}-_{-} \) bonding, the valence
electrons are shared among all the
atoms of the metallic elements.",,2.0
"One end of a cylindrical rod is grounded to a hemispherical surface of radius
\( R=20 m m . \) It is immersed in water of
refractive index \( 1.33 . \) If the refractive
index of the hemisphere is \( 1.5 . \) Find the position of an image of an object placed on the axis of the rod inside water at
\( 10 \mathrm{cm} \) from the pole.",,4.0
"If \( \tan \theta+\tan 4 \theta+\tan 7 \theta= \)
\( \tan \theta \tan 4 \theta \tan 7 \theta, \) then \( \theta= \)
A \( \cdot \frac{n \pi}{4} \)
в. \( \frac{n \pi}{7} \)
c. \( \frac{n \pi}{12} \)
D. \( n \pi \)",,3.0
"If \( \vec{A} \) is perpendicular to \( \vec{B}, \) then
\( \mathbf{A} \cdot \vec{A} \times \vec{B}=0 \)
B . \( \vec{A} \cdot[\vec{A}+\vec{B}]=A^{2} \)
c. \( \vec{A} \cdot \vec{B}=A B \)
D. \( \vec{A} \cdot[\vec{A}+\vec{B}]=A^{2}+A B \)",,3.0
"A solution containing 5 g acetic acid in 100 g \( \boldsymbol{H}_{2} \boldsymbol{O}\left(\boldsymbol{O}_{\boldsymbol{H}_{2}}^{0} \boldsymbol{O}=\mathbf{2} \boldsymbol{3} . \mathbf{7} \mathbf{5} \boldsymbol{6} \boldsymbol{m} \boldsymbol{m} \text { at } \mathbf{2} \mathbf{5}^{\boldsymbol{o}} \boldsymbol{C}\right. \)
shows a vapour pressure of \( 23.40 \mathrm{mm} \) whereas same mass of acetic acid in
\( 100 \mathrm{g} C_{6} H_{6}\left(P_{C_{6} H_{6}}^{0}=72.5 m m \text { at } 25^{\circ} C\right) \)
shows a vapour pressure of \( 70.0 \mathrm{mm} \) Assuming non-volatile nature of \( C H_{3} C O O H, \) discuss the data given to discuss hydrogen bonding:
A. acetic acid exists as a monomer
B. acetic acid exists as a dimer
c. acetic acid is dissociated
D. acetic acid exists as an anhydride",,2.0
"Predict which of the following reactions would proceed spontaneously at \( 298 \mathrm{K} ? \)
Take \( \boldsymbol{E}_{\boldsymbol{F} e^{2+} / \boldsymbol{F} e}^{\boldsymbol{0}}=-\mathbf{0 . 4 4} \boldsymbol{V} \)
This question has multiple correct options
A \( \cdot \operatorname{Co}(s)+F e^{2+}(a q) \rightarrow\left(C o^{2+}(a q)+F e(s)\right. \)
\[
E_{C o^{+2} / C o}^{\ominus}=-0.28 V
\]
B. \( C d^{2+}(a q)+F e(s) \rightarrow C d(s)+F e^{2+}(a q) \)
\[
E_{C d^{2+} / C d}^{\ominus}=0.4 V
\]
c. \( C d(s)+C o^{2+}(a q) \rightarrow C d^{2+}(a q)+C o(s) \)
\[
E_{F e^{2+} / F e}^{\ominus}=-0.44 V
\]
D. \( Z n^{2+}(a q)+H_{2} \rightarrow Z n(s)+2 H^{\oplus} \)
\[
E_{Z n^{2+} / Z n}^{\ominus}=-0.76 V
\]",,2.0
